IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,59.42,,,,,,59.42,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GIN,Guinea,Year,2019,true,Sex,Male,MLE,,,,,,,,,,59.48,,,,,,59.48,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ZMB,Zambia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,59.54,,,,,,59.54,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,SLE,Sierra Leone,Year,2019,true,Sex,Male,MLE,,,,,,,,,,59.6,,,,,,59.6,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,TCD,Chad,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,59.63,,,,,,59.63,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2019,true,Sex,Male,MLE,,,,,,,,,,60,,,,,,60,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BFA,Burkina Faso,Year,2019,true,Sex,Male,MLE,,,,,,,,,,60.06,,,,,,60.06,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,60.22,,,,,,60.22,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,CMR,Cameroon,Year,2019,true,Sex,Male,MLE,,,,,,,,,,60.29,,,,,,60.29,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2019,true,Sex,Male,MLE,,,,,,,,,,60.35,,,,,,60.35,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2019,true,Sex,Male,MLE,,,,,,,,,,60.53,,,,,,60.53,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,NAM,Namibia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,60.58,,,,,,60.58,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,60.68,,,,,,60.68,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,AGO,Angola,Year,2019,true,Sex,Male,MLE,,,,,,,,,,60.7,,,,,,60.7,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,SLE,Sierra Leone,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,60.77,,,,,,60.77,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,SSD,South Sudan,Year,2019,true,Sex,Male,MLE,,,,,,,,,,60.83,,,,,,60.83,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2019,true,Sex,Male,MLE,,,,,,,,,,60.87,,,,,,60.87,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GIN,Guinea,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,61.01,,,,,,61.01,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BEN,Benin,Year,2019,true,Sex,Male,MLE,,,,,,,,,,61.19,,,,,,61.19,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,NGA,Nigeria,Year,2019,true,Sex,Male,MLE,,,,,,,,,,61.2,,,,,,61.2,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ERI,Eritrea,Year,2019,true,Sex,Male,MLE,,,,,,,,,,61.3,,,,,,61.3,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,TCD,Chad,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,61.34,,,,,,61.34,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,TGO,Togo,Year,2019,true,Sex,Male,MLE,,,,,,,,,,61.52,,,,,,61.52,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BDI,Burundi,Year,2019,true,Sex,Male,MLE,,,,,,,,,,61.55,,,,,,61.55,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MOZ,Mozambique,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,61.73,,,,,,61.73,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,SLE,Sierra Leone,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,61.9,,,,,,61.9,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,NER,Niger,Year,2019,true,Sex,Male,MLE,,,,,,,,,,62.06,,,,,,62.06,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,62.19,,,,,,62.19,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MLI,Mali,Year,2019,true,Sex,Male,MLE,,,,,,,,,,62.2,,,,,,62.2,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ZAF,South Africa,Year,2019,true,Sex,Male,MLE,,,,,,,,,,62.2,,,,,,62.2,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BWA,Botswana,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,62.25,,,,,,62.25,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GIN,Guinea,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,62.25,,,,,,62.25,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MWI,Malawi,Year,2019,true,Sex,Male,MLE,,,,,,,,,,62.31,,,,,,62.31,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,62.35,,,,,,62.35,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,CMR,Cameroon,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,62.36,,,,,,62.36,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,GUY,Guyana,Year,2019,true,Sex,Male,MLE,,,,,,,,,,62.45,,,,,,62.45,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ZMB,Zambia,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,62.45,,,,,,62.45,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,NGA,Nigeria,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,62.62,,,,,,62.62,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2019,true,Sex,Male,MLE,,,,,,,,,,62.66,,,,,,62.66,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BFA,Burkina Faso,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,62.7,,,,,,62.7,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,SSD,South Sudan,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,62.79,,,,,,62.79,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,62.8,,,,,,62.8,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MLI,Mali,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,62.8,,,,,,62.8,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2019,true,Sex,Male,MLE,,,,,,,,,,62.87,,,,,,62.87,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,62.92,,,,,,62.92,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,62.98,,,,,,62.98,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,63.03,,,,,,63.03,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,AGO,Angola,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,63.06,,,,,,63.06,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,LBR,Liberia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,63.15,,,,,,63.15,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,63.16,,,,,,63.16,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,SWZ,Eswatini,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,63.18,,,,,,63.18,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,63.21,,,,,,63.21,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,UGA,Uganda,Year,2019,true,Sex,Male,MLE,,,,,,,,,,63.24,,,,,,63.24,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2019,true,Sex,Male,MLE,,,,,,,,,,63.29,,,,,,63.29,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,NER,Niger,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,63.29,,,,,,63.29,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,HTI,Haiti,Year,2019,true,Sex,Male,MLE,,,,,,,,,,63.34,,,,,,63.34,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MLI,Mali,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,63.4,,,,,,63.4,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2019,true,Sex,Male,MLE,,,,,,,,,,63.4,,,,,,63.4,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GMB,Gambia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,63.42,,,,,,63.42,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BEN,Benin,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,63.43,,,,,,63.43,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,63.58,,,,,,63.58,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GAB,Gabon,Year,2019,true,Sex,Male,MLE,,,,,,,,,,63.59,,,,,,63.59,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,63.61,,,,,,63.61,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GHA,Ghana,Year,2019,true,Sex,Male,MLE,,,,,,,,,,63.66,,,,,,63.66,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,KEN,Kenya,Year,2019,true,Sex,Male,MLE,,,,,,,,,,63.7,,,,,,63.7,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,COG,Congo,Year,2019,true,Sex,Male,MLE,,,,,,,,,,63.81,,,,,,63.81,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,63.82,,,,,,63.82,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BDI,Burundi,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,63.84,,,,,,63.84,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,HTI,Haiti,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,64.05,,,,,,64.05,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ERI,Eritrea,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,64.08,,,,,,64.08,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,LBR,Liberia,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,64.08,,,,,,64.08,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2019,true,Sex,Male,MLE,,,,,,,,,,64.1,,,,,,64.1,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MDG,Madagascar,Year,2019,true,Sex,Male,MLE,,,,,,,,,,64.1,,,,,,64.1,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,NGA,Nigeria,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,64.1,,,,,,64.1,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,TGO,Togo,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,64.27,,,,,,64.27,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2019,true,Sex,Male,MLE,,,,,,,,,,64.41,,,,,,64.41,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,CMR,Cameroon,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,64.5,,,,,,64.5,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,NER,Niger,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,64.56,,,,,,64.56,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,NAM,Namibia,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,64.58,,,,,,64.58,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2019,true,Sex,Male,MLE,,,,,,,,,,64.59,,,,,,64.59,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,COG,Congo,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,64.74,,,,,,64.74,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,HTI,Haiti,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,64.76,,,,,,64.76,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,64.82,,,,,,64.82,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,SSD,South Sudan,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,64.84,,,,,,64.84,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,LBR,Liberia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,65,,,,,,65,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BFA,Burkina Faso,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,65.23,,,,,,65.23,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,65.25,,,,,,65.25,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ZAF,South Africa,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,65.25,,,,,,65.25,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,65.3,,,,,,65.3,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,65.31,,,,,,65.31,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MDG,Madagascar,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,65.35,,,,,,65.35,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2019,true,Sex,Male,MLE,,,,,,,,,,65.37,,,,,,65.37,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ZMB,Zambia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,65.37,,,,,,65.37,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BWA,Botswana,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,65.46,,,,,,65.46,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GMB,Gambia,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,65.47,,,,,,65.47,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,AGO,Angola,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,65.52,,,,,,65.52,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,COG,Congo,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,65.61,,,,,,65.61,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,65.61,,,,,,65.61,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MWI,Malawi,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,65.62,,,,,,65.62,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BEN,Benin,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,65.66,,,,,,65.66,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,GUY,Guyana,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,65.69,,,,,,65.69,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,65.81,,,,,,65.81,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,65.81,,,,,,65.81,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2019,true,Sex,Male,MLE,,,,,,,,,,65.91,,,,,,65.91,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,COM,Comoros,Year,2019,true,Sex,Male,MLE,,,,,,,,,,65.92,,,,,,65.92,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,FJI,Fiji,Year,2019,true,Sex,Male,MLE,,,,,,,,,,65.93,,,,,,65.93,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2019,true,Sex,Female,FMLE,,,,,,,,,,66.05,,,,,,66.05,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,KEN,Kenya,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,66.09,,,,,,66.09,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BDI,Burundi,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,66.14,,,,,,66.14,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2019,true,Sex,Male,MLE,,,,,,,,,,66.19,,,,,,66.19,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GHA,Ghana,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,66.28,,,,,,66.28,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GAB,Gabon,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,66.47,,,,,,66.47,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,EUR,Europe,Country,TKM,Turkmenistan,Year,2019,true,Sex,Male,MLE,,,,,,,,,,66.48,,,,,,66.48,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MDG,Madagascar,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,66.6,,,,,,66.6,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,66.63,,,,,,66.63,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,UGA,Uganda,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,66.69,,,,,,66.69,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,66.72,,,,,,66.72,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,SEN,Senegal,Year,2019,true,Sex,Male,MLE,,,,,,,,,,66.82,,,,,,66.82,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,RWA,Rwanda,Year,2019,true,Sex,Male,MLE,,,,,,,,,,66.88,,,,,,66.88,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ETH,Ethiopia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,66.9,,,,,,66.9,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ERI,Eritrea,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,67.07,,,,,,67.07,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,67.23,,,,,,67.23,,,EN,2020-12-04T05:00:00.000Z
WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,TGO,Togo,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,67.23,,,,,,67.23,,,EN,2020-12-04T05:00:00.000Z
